folds/fold0.data,folds/fold0.test,LR,1,3.3907427670420316,14.020393310154626
folds/fold1.data,folds/fold1.test,LR,1,2.713465236941526,173.6436725020523
folds/fold2.data,folds/fold2.test,LR,1,5.610979492822261,1.2909944487358056
folds/fold3.data,folds/fold3.test,LR,1,5.037594243329906,62.194855092684314
folds/fold4.data,folds/fold4.test,LR,1,5.438825159830979,4.509249752822894
folds/fold5.data,folds/fold5.test,LR,1,5.1243324138324144,9.528903399657276
folds/fold6.data,folds/fold6.test,LR,1,4.32957076390331,34.54851661070269
folds/fold7.data,folds/fold7.test,LR,1,5.18007727886671,7.874007874011811
folds/fold8.data,folds/fold8.test,LR,1,3.438893238063079,292.8036885013575
folds/fold9.data,folds/fold9.test,LR,1,5.349555075504147,6.06630035524124
